Position,Win Probability,Average Score,1,2,3,4,5,6,7,8,9,10,11,12
2 3 6 7 9 11,0.00865118,23.8889,N/A,2,3,N/A,2 3,6,7,2 6,9,3 7,11,3 9
2 3 6 7 9 11 12,0.00121037,35.0278,N/A,2,3,N/A,2 3,6,7,2 6,9,3 7,11,12
2 3 6 7 9 10,0.0138931,21.7222,N/A,2,3,N/A,2 3,6,7,2 6,9,10,2 9,3 9
1 2 3 6 7 9 10 11,0.00871063,26,N/A,2,3,1 3,2 3,6,7,2 6,9,10,11,1 11
2 3 6 7 9 10 12,0.00189078,33.2222,N/A,2,3,N/A,2 3,6,7,2 6,9,10,2 9,12
1 2 3 6 7 9 10 11 12,0.00143168,37.5,N/A,2,3,1 3,2 3,6,7,2 6,9,10,11,12
2 3 6 8 9 10 11,0.00242196,35.8611,N/A,2,3,N/A,2 3,6,N/A,8,9,10,11,2 10
2 3 6 8 9 10 11 12,0.000399186,47.3056,N/A,2,3,N/A,2 3,6,N/A,8,9,10,11,12
1 2 3 6 7 8,0.0865435,8.52778,N/A,2,3,1 3,2 3,6,7,8,1 8,2 8,3 8,2 3 7
1 2 3 6 7 8 12,0.0106739,19.3333,N/A,2,3,1 3,2 3,6,7,8,1 8,2 8,3 8,12
2 3 6 7 8,0.0540433,12.1389,N/A,2,3,N/A,2 3,6,7,8,3 6,2 8,3 8,2 3 7
1 2 3 6 7 8 11,0.0245271,17,N/A,2,3,1 3,2 3,6,7,8,2 7,2 8,11,1 11
2 3 6 7 8 12,0.00637527,23.25,N/A,2,3,N/A,2 3,6,7,8,3 6,2 8,3 8,12
1 2 3 6 7 8 11 12,0.00339988,28.0278,N/A,2,3,1 3,2 3,6,7,8,1 8,2 8,11,12
1 2 3 6 7 8 10,0.0382165,14.8889,N/A,2,3,1 3,2 3,6,7,8,2 7,10,1 10,2 10
1 2 3 6 7 8 10 12,0.00553475,25.8056,N/A,2,3,1 3,2 3,6,7,8,2 7,10,1 10,12
2 3 6 7 8 11,0.0117027,21.9444,N/A,2,3,N/A,2 3,6,7,8,3 6,2 8,11,2 3 7
2 3 6 7 8 11 12,0.00172681,32.7222,N/A,2,3,N/A,2 3,6,7,8,3 6,2 8,11,12
2 3 6 7 8 10,0.0195697,19.9722,N/A,2,3,N/A,2 3,6,7,8,3 6,10,3 8,2 10
1 2 3 6 7 8 10 11,0.0115336,23.9444,N/A,2,3,1 3,2 3,6,7,8,2 7,10,11,1 11
2 3 6 7 8 10 12,0.00264478,31.2222,N/A,2,3,N/A,2 3,6,7,8,3 6,10,3 8,12
1 2 3 6 7 8 10 11 12,0.0018858,35.0278,N/A,2,3,1 3,2 3,6,7,8,2 7,10,11,12
2 3 6 7 9 10 11,0.00374682,31.25,N/A,2,3,N/A,2 3,6,7,2 6,9,10,11,3 9
2 3 6 7 9 10 11 12,0.000606892,42.6667,N/A,2,3,N/A,2 3,6,7,2 6,9,10,11,12
1 2 3 6 7 8 9,0.0512406,13.2778,N/A,2,3,1 3,2 3,6,7,8,9,1 9,2 9,3 9
1 2 3 6 7 8 9 12,0.0075748,24,N/A,2,3,1 3,2 3,6,7,8,9,1 9,2 9,12
2 3 6 7 8 9,0.0268486,18.2222,N/A,2,3,N/A,2 3,6,7,8,9,3 7,2 9,3 9
1 2 3 6 7 8 9 11,0.0159426,21.8611,N/A,2,3,1 3,2 3,6,7,8,9,1 9,11,1 11
2 3 6 7 8 9 12,0.00377826,29.5,N/A,2,3,N/A,2 3,6,7,8,9,3 7,2 9,12
1 2 3 6 7 8 9 11 12,0.00264471,32.8056,N/A,2,3,1 3,2 3,6,7,8,9,1 9,11,12
2 3 6 7 8 10 11,0.00518042,29.3611,N/A,2,3,N/A,2 3,6,7,8,3 6,10,11,2 10
2 3 6 7 8 10 11 12,0.000845427,40.4722,N/A,2,3,N/A,2 3,6,7,8,3 6,10,11,12
1 2 3 6 7 8 9 10,0.0243775,19.8611,N/A,2,3,1 3,2 3,6,7,8,9,10,1 10,2 10
1 2 3 6 7 8 9 10 12,0.00414079,30.6944,N/A,2,3,1 3,2 3,6,7,8,9,10,1 10,12
2 3 6 7 8 9 11,0.00691867,27.6389,N/A,2,3,N/A,2 3,6,7,8,9,2 8,11,3 9
2 3 6 7 8 9 11 12,0.00115836,38.9167,N/A,2,3,N/A,2 3,6,7,8,9,2 8,11,12
2 3 6 7 8 9 10,0.0112945,25.6111,N/A,2,3,N/A,2 3,6,7,8,9,10,3 8,2 10
1 2 3 6 7 8 9 10 11,0.00838351,28.6944,N/A,2,3,1 3,2 3,6,7,8,9,10,11,1 11
2 3 6 7 8 9 10 12,0.00182456,37,N/A,2,3,N/A,2 3,6,7,8,9,10,2 9,12
1 2 3 6 7 8 9 10 11 12,0.00158575,39.8056,N/A,2,3,1 3,2 3,6,7,8,9,10,11,12
1 2 3 5,0.160151,2.77778,N/A,2,3,1 3,5,1 5,2 5,3 5,1 3 5,2 3 5,1 2 3 5,N/A
1 2 3 5 12,0.0115288,13.8333,N/A,2,3,1 3,5,1 5,2 5,3 5,1 3 5,2 3 5,1 2 3 5,12
2 3 5,0.122942,5.52778,N/A,2,3,N/A,5,N/A,2 5,3 5,N/A,2 3 5,N/A,N/A
1 2 3 5 11,0.0279302,12,N/A,2,3,1 3,5,1 5,2 5,3 5,1 3 5,2 3 5,11,1 11
2 3 5 12,0.00795896,16.7778,N/A,2,3,N/A,5,N/A,2 5,3 5,N/A,2 3 5,N/A,12
1 2 3 5 11 12,0.00249475,23.3889,N/A,2,3,1 3,5,1 5,2 5,3 5,1 3 5,2 3 5,11,12
1 2 3 5 10,0.0505473,9.72222,N/A,2,3,1 3,5,1 5,2 5,3 5,1 3 5,10,1 10,2 10
1 2 3 5 10 12,0.00468599,21.1944,N/A,2,3,1 3,5,1 5,2 5,3 5,1 3 5,10,1 10,12
2 3 5 11,0.0159179,15.3611,N/A,2,3,N/A,5,N/A,2 5,3 5,N/A,2 3 5,11,N/A
2 3 5 11 12,0.00151781,26.2222,N/A,2,3,N/A,5,N/A,2 5,3 5,N/A,2 3 5,11,12
2 3 5 10,0.0256773,14.0278,N/A,2,3,N/A,5,N/A,2 5,3 5,N/A,10,N/A,2 10
1 2 3 5 10 11,0.0103373,19.6667,N/A,2,3,1 3,5,1 5,2 5,3 5,1 3 5,10,11,2 10
2 3 5 10 12,0.00207667,25.8056,N/A,2,3,N/A,5,N/A,2 5,3 5,N/A,10,N/A,12
1 2 3 5 10 11 12,0.00116569,31.0833,N/A,2,3,1 3,5,1 5,2 5,3 5,1 3 5,10,11,12
1 2 3 5 9,0.0800659,7.47222,N/A,2,3,1 3,5,1 5,2 5,3 5,9,1 9,2 9,3 9
1 2 3 5 9 12,0.00756469,18.8611,N/A,2,3,1 3,5,1 5,2 5,3 5,9,1 9,2 9,12
2 3 5 9,0.0590992,10.9167,N/A,2,3,N/A,5,N/A,2 5,3 5,9,2 3 5,2 9,3 9
1 2 3 5 9 11,0.0170671,17.4444,N/A,2,3,1 3,5,1 5,2 5,3 5,9,2 3 5,11,1 11
2 3 5 9 12,0.00496463,22.25,N/A,2,3,N/A,5,N/A,2 5,3 5,9,2 3 5,2 9,12
1 2 3 5 9 11 12,0.00192416,28.8056,N/A,2,3,1 3,5,1 5,2 5,3 5,9,1 9,11,12
2 3 5 10 11,0.00491065,23.6389,N/A,2,3,N/A,5,N/A,2 5,3 5,N/A,10,11,2 10
2 3 5 10 11 12,0.000529486,35.1111,N/A,2,3,N/A,5,N/A,2 5,3 5,N/A,10,11,12
1 2 3 5 9 10,0.0287873,15.0833,N/A,2,3,1 3,5,1 5,2 5,3 5,9,10,1 10,2 10
1 2 3 5 9 10 12,0.00333031,26.6667,N/A,2,3,1 3,5,1 5,2 5,3 5,9,10,1 10,12
2 3 5 9 11,0.00924338,21.0833,N/A,2,3,N/A,5,N/A,2 5,3 5,9,2 3 5,11,3 9
2 3 5 9 11 12,0.00102934,32.5278,N/A,2,3,N/A,5,N/A,2 5,3 5,9,2 3 5,11,12
2 3 5 9 10,0.0162799,19.1389,N/A,2,3,N/A,5,N/A,2 5,3 5,9,10,2 9,2 10
1 2 3 5 9 10 11,0.00697798,25.2222,N/A,2,3,1 3,5,1 5,2 5,3 5,9,10,11,1 11
2 3 5 9 10 12,0.00170952,30.7778,N/A,2,3,N/A,5,N/A,2 5,3 5,9,10,2 9,12
1 2 3 5 9 10 11 12,0.000945938,36.7222,N/A,2,3,1 3,5,1 5,2 5,3 5,9,10,11,12
1 2 3 5 8,0.108802,5.83333,N/A,2,3,1 3,5,1 5,2 5,8,1 8,2 8,3 8,1 3 8
1 2 3 5 8 12,0.0103565,16.8333,N/A,2,3,1 3,5,1 5,2 5,8,1 8,2 8,3 8,12
2 3 5 8,0.060821,11.0833,N/A,2,3,N/A,5,N/A,2 5,8,N/A,2 8,3 8,N/A
1 2 3 5 8 11,0.0235668,15.3611,N/A,2,3,1 3,5,1 5,2 5,8,1 8,2 8,11,1 11
2 3 5 8 12,0.00561636,22.2222,N/A,2,3,N/A,5,N/A,2 5,8,N/A,2 8,3 8,12
1 2 3 5 8 11 12,0.00271035,26.5833,N/A,2,3,1 3,5,1 5,2 5,8,1 8,2 8,11,12
1 2 3 5 8 10,0.0378567,13.1667,N/A,2,3,1 3,5,1 5,2 5,8,1 8,10,3 8,2 10
1 2 3 5 8 10 12,0.00444197,24.5556,N/A,2,3,1 3,5,1 5,2 5,8,1 8,10,1 10,12
2 3 5 8 11,0.0095752,21.4722,N/A,2,3,N/A,5,N/A,2 5,8,N/A,2 8,11,N/A
2 3 5 8 11 12,0.00118427,32.5,N/A,2,3,N/A,5,N/A,2 5,8,N/A,2 8,11,12
2 3 5 8 10,0.016649,19.5556,N/A,2,3,N/A,5,N/A,2 5,8,N/A,10,3 8,2 10
1 2 3 5 8 10 11,0.00933655,22.9167,N/A,2,3,1 3,5,1 5,2 5,8,1 8,10,11,1 11
2 3 5 8 10 12,0.00185062,31.1667,N/A,2,3,N/A,5,N/A,2 5,8,N/A,10,3 8,12
1 2 3 5 8 10 11 12,0.00129957,34.1667,N/A,2,3,1 3,5,1 5,2 5,8,1 8,10,11,12
2 3 5 9 10 11,0.003423,29.25,N/A,2,3,N/A,5,N/A,2 5,3 5,9,10,11,2 10
2 3 5 9 10 11 12,0.000443664,40.8056,N/A,2,3,N/A,5,N/A,2 5,3 5,9,10,11,12
1 2 3 5 8 9,0.0576282,11.0556,N/A,2,3,1 3,5,1 5,2 5,8,9,2 8,3 8,3 9
1 2 3 5 8 9 12,0.00676535,22.25,N/A,2,3,1 3,5,1 5,2 5,8,9,1 9,3 8,12
2 3 5 8 9,0.0321439,16.1111,N/A,2,3,N/A,5,N/A,2 5,8,9,2 8,3 8,3 9
1 2 3 5 8 9 11,0.0145778,20.6111,N/A,2,3,1 3,5,1 5,2 5,8,9,2 8,11,1 11
2 3 5 8 9 12,0.00352938,27.5,N/A,2,3,N/A,5,N/A,2 5,8,9,2 8,3 8,12
1 2 3 5 8 9 11 12,0.00199866,31.8889,N/A,2,3,1 3,5,1 5,2 5,8,9,2 8,11,12
2 3 5 8 10 11,0.00339721,29.8333,N/A,2,3,N/A,5,N/A,2 5,8,N/A,10,11,2 10
2 3 5 8 10 11 12,0.000477181,41.2222,N/A,2,3,N/A,5,N/A,2 5,8,N/A,10,11,12
1 2 3 5 8 9 10,0.0230075,18.8333,N/A,2,3,1 3,5,1 5,2 5,8,9,10,1 10,3 9
1 2 3 5 8 9 10 12,0.00322146,29.9444,N/A,2,3,1 3,5,1 5,2 5,8,9,10,1 10,12
2 3 5 8 9 11,0.00652927,26.3056,N/A,2,3,N/A,5,N/A,2 5,8,9,2 8,11,3 9
2 3 5 8 9 11 12,0.000890775,37.75,N/A,2,3,N/A,5,N/A,2 5,8,9,2 8,11,12
2 3 5 8 9 10,0.0108358,24.5,N/A,2,3,N/A,5,N/A,2 5,8,9,10,3 8,3 9
1 2 3 5 8 9 10 11,0.00656712,28.4444,N/A,2,3,1 3,5,1 5,2 5,8,9,10,11,1 11
2 3 5 8 9 10 12,0.00143604,36.0278,N/A,2,3,N/A,5,N/A,2 5,8,9,10,3 8,12
1 2 3 5 8 9 10 11 12,0.00105912,39.5556,N/A,2,3,1 3,5,1 5,2 5,8,9,10,11,12
1 2 3 5 7,0.134219,4.69444,N/A,2,3,1 3,5,1 5,7,3 5,2 7,3 7,1 3 7,5 7
1 2 3 5 7 12,0.0125812,15.5556,N/A,2,3,1 3,5,1 5,7,3 5,2 7,3 7,1 3 7,12
2 3 5 7,0.0860768,9.16667,N/A,2,3,N/A,5,N/A,7,3 5,2 7,3 7,N/A,5 7
1 2 3 5 7 11,0.0312495,13.3056,N/A,2,3,1 3,5,1 5,7,3 5,2 7,3 7,11,1 11
2 3 5 7 12,0.00751124,20.4444,N/A,2,3,N/A,5,N/A,7,3 5,2 7,3 7,N/A,12
1 2 3 5 7 11 12,0.00344472,24.5833,N/A,2,3,1 3,5,1 5,7,3 5,2 7,3 7,11,12
1 2 3 5 7 10,0.0519944,11.1944,N/A,2,3,1 3,5,1 5,7,3 5,2 7,10,1 10,2 10
1 2 3 5 7 10 12,0.00593509,22.5556,N/A,2,3,1 3,5,1 5,7,3 5,2 7,10,1 10,12
2 3 5 7 11,0.0155655,18.2222,N/A,2,3,N/A,5,N/A,7,3 5,2 7,3 7,11,5 7
2 3 5 7 11 12,0.00180597,29.4167,N/A,2,3,N/A,5,N/A,7,3 5,2 7,3 7,11,12
2 3 5 7 10,0.0242627,17.5,N/A,2,3,N/A,5,N/A,7,3 5,2 7,10,N/A,2 10
1 2 3 5 7 10 11,0.012997,20.5833,N/A,2,3,1 3,5,1 5,7,3 5,2 7,10,11,2 10
2 3 5 7 10 12,0.00255316,28.9722,N/A,2,3,N/A,5,N/A,7,3 5,2 7,10,N/A,12
1 2 3 5 7 10 11 12,0.00174181,31.9444,N/A,2,3,1 3,5,1 5,7,3 5,2 7,10,11,12
1 2 3 5 7 9,0.0747783,9.38889,N/A,2,3,1 3,5,1 5,7,3 5,9,3 7,2 9,3 9
1 2 3 5 7 9 12,0.00870688,20.3611,N/A,2,3,1 3,5,1 5,7,1 7,9,3 7,2 9,12
2 3 5 7 9,0.0402735,14.9167,N/A,2,3,N/A,5,N/A,7,3 5,9,3 7,2 9,3 9
1 2 3 5 7 9 11,0.0186999,18.75,N/A,2,3,1 3,5,1 5,7,3 5,9,3 7,11,1 11
2 3 5 7 9 12,0.00448145,26.2778,N/A,2,3,N/A,5,N/A,7,3 5,9,3 7,2 9,12
1 2 3 5 7 9 11 12,0.00252747,30.0278,N/A,2,3,1 3,5,1 5,7,3 5,9,3 7,11,12
2 3 5 7 10 11,0.00582673,26.3056,N/A,2,3,N/A,5,N/A,7,3 5,2 7,10,11,2 10
2 3 5 7 10 11 12,0.000767702,37.8889,N/A,2,3,N/A,5,N/A,7,3 5,2 7,10,11,12
1 2 3 5 7 9 10,0.0303833,16.4722,N/A,2,3,1 3,5,1 5,7,3 5,9,10,2 9,2 10
1 2 3 5 7 9 10 12,0.004185,27.8056,N/A,2,3,1 3,5,1 5,7,3 5,9,10,2 9,12
2 3 5 7 9 11,0.00810873,25.1944,N/A,2,3,N/A,5,N/A,7,3 5,9,3 7,11,3 9
2 3 5 7 9 11 12,0.00112477,36.3889,N/A,2,3,N/A,5,N/A,7,3 5,9,3 7,11,12
2 3 5 7 9 10,0.0140488,23.1667,N/A,2,3,N/A,5,N/A,7,3 5,9,10,2 9,2 10
1 2 3 5 7 9 10 11,0.00863981,26,N/A,2,3,1 3,5,1 5,7,3 5,9,10,11,2 10
2 3 5 7 9 10 12,0.00182638,34.6111,N/A,2,3,N/A,5,N/A,7,3 5,9,10,2 9,12
1 2 3 5 7 9 10 11 12,0.00136433,37.4167,N/A,2,3,1 3,5,1 5,7,3 5,9,10,11,12
2 3 5 8 9 10 11,0.00269336,34.5556,N/A,2,3,N/A,5,N/A,2 5,8,9,10,11,3 9
2 3 5 8 9 10 11 12,0.000426467,46.0833,N/A,2,3,N/A,5,N/A,2 5,8,9,10,11,12
1 2 3 5 7 8,0.0935097,7.52778,N/A,2,3,1 3,5,1 5,7,8,1 8,2 8,3 8,5 7
1 2 3 5 7 8 12,0.0111428,18.3611,N/A,2,3,1 3,5,1 5,7,8,1 8,2 8,3 8,12
2 3 5 7 8,0.0459581,13.9167,N/A,2,3,N/A,5,N/A,7,8,2 7,2 8,3 8,5 7
1 2 3 5 7 8 11,0.024757,16.4444,N/A,2,3,1 3,5,1 5,7,8,1 8,2 8,11,1 11
2 3 5 7 8 12,0.00527898,25.1944,N/A,2,3,N/A,5,N/A,7,8,2 7,2 8,3 8,12
1 2 3 5 7 8 11 12,0.00341713,27.3889,N/A,2,3,1 3,5,1 5,7,8,1 8,2 8,11,12
1 2 3 5 7 8 10,0.03819,14.4167,N/A,2,3,1 3,5,1 5,7,8,2 7,10,1 10,2 10
1 2 3 5 7 8 10 12,0.00535047,25.6944,N/A,2,3,1 3,5,1 5,7,8,2 7,10,1 10,12
2 3 5 7 8 11,0.00988242,23.6944,N/A,2,3,N/A,5,N/A,7,8,2 7,2 8,11,5 7
2 3 5 7 8 11 12,0.00142074,34.8056,N/A,2,3,N/A,5,N/A,7,8,2 7,2 8,11,12
2 3 5 7 8 10,0.0157195,22.1389,N/A,2,3,N/A,5,N/A,7,8,2 7,10,3 8,2 10
1 2 3 5 7 8 10 11,0.0111517,23.4167,N/A,2,3,1 3,5,1 5,7,8,1 8,10,11,2 10
2 3 5 7 8 10 12,0.00209221,33.6667,N/A,2,3,N/A,5,N/A,7,8,2 7,10,3 8,12
1 2 3 5 7 8 10 11 12,0.00180169,34.4722,N/A,2,3,1 3,5,1 5,7,8,2 7,10,11,12
2 3 5 7 9 10 11,0.0036214,33.0278,N/A,2,3,N/A,5,N/A,7,3 5,9,10,11,2 10
2 3 5 7 9 10 11 12,0.000558946,44.5,N/A,2,3,N/A,5,N/A,7,3 5,9,10,11,12
1 2 3 5 7 8 9,0.0552425,12.25,N/A,2,3,1 3,5,1 5,7,8,9,2 8,2 9,3 9
1 2 3 5 7 8 9 12,0.00782233,23.2222,N/A,2,3,1 3,5,1 5,7,8,9,2 8,2 9,12
2 3 5 7 8 9,0.0257104,19.75,N/A,2,3,N/A,5,N/A,7,8,9,2 8,2 9,3 9
1 2 3 5 7 8 9 11,0.0164162,21.1667,N/A,2,3,1 3,5,1 5,7,8,9,2 8,11,1 11
2 3 5 7 8 9 12,0.00348592,31.1389,N/A,2,3,N/A,5,N/A,7,8,9,3 7,2 9,12
1 2 3 5 7 8 9 11 12,0.00264523,32.1944,N/A,2,3,1 3,5,1 5,7,8,9,2 8,11,12
2 3 5 7 8 10 11,0.00410914,31.8333,N/A,2,3,N/A,5,N/A,7,8,2 7,10,11,2 10
2 3 5 7 8 10 11 12,0.000662657,43.1389,N/A,2,3,N/A,5,N/A,7,8,2 7,10,11,12
1 2 3 5 7 8 9 10,0.0249838,19.25,N/A,2,3,1 3,5,1 5,7,8,9,10,1 10,2 10
1 2 3 5 7 8 9 10 12,0.00408422,30.0278,N/A,2,3,1 3,5,1 5,7,8,9,10,2 9,12
2 3 5 7 8 9 11,0.00651234,29.6389,N/A,2,3,N/A,5,N/A,7,8,9,2 8,11,3 9
2 3 5 7 8 9 11 12,0.0010556,40.9167,N/A,2,3,N/A,5,N/A,7,8,9,2 8,11,12
2 3 5 7 8 9 10,0.0102135,28.1667,N/A,2,3,N/A,5,N/A,7,8,9,10,3 8,2 10
1 2 3 5 7 8 9 10 11,0.00825692,28.4722,N/A,2,3,1 3,5,1 5,7,8,9,10,11,2 10
2 3 5 7 8 9 10 12,0.00159646,39.5833,N/A,2,3,N/A,5,N/A,7,8,9,10,2 9,12
1 2 3 5 7 8 9 10 11 12,0.00152798,39.2778,N/A,2,3,1 3,5,1 5,7,8,9,10,11,12
2 3 6 7 8 9 10 11,0.00346753,35.0556,N/A,2,3,N/A,2 3,6,7,8,9,10,11,2 10
2 3 6 7 8 9 10 11 12,0.000653234,46.1111,N/A,2,3,N/A,2 3,6,7,8,9,10,11,12
1 2 3 5 6,0.153116,3.77778,N/A,2,3,1 3,5,6,2 5,2 6,3 6,2 3 5,5 6,1 5 6
1 2 3 5 6 12,0.0141522,14.75,N/A,2,3,1 3,5,6,2 5,2 6,3 6,2 3 5,5 6,12
2 3 5 6,0.115112,6.66667,N/A,2,3,N/A,5,6,2 5,2 6,3 6,2 3 5,5 6,N/A
1 2 3 5 6 11,0.036407,12.6111,N/A,2,3,1 3,5,6,2 5,2 6,3 6,2 3 5,11,1 11
2 3 5 6 12,0.0102555,17.4444,N/A,2,3,N/A,5,6,2 5,2 6,3 6,2 3 5,5 6,12
1 2 3 5 6 11 12,0.00388391,23.8056,N/A,2,3,1 3,5,6,2 5,2 6,3 6,2 3 5,11,12
1 2 3 5 6 10,0.062318,9.77778,N/A,2,3,1 3,5,6,2 5,3 5,3 6,10,1 10,2 10
1 2 3 5 6 10 12,0.00705179,21.0833,N/A,2,3,1 3,5,6,2 5,3 5,3 6,10,1 10,12
2 3 5 6 11,0.0194251,16.4444,N/A,2,3,N/A,5,6,2 5,2 6,3 6,2 3 5,11,N/A
2 3 5 6 11 12,0.00230582,27.0833,N/A,2,3,N/A,5,6,2 5,2 6,3 6,2 3 5,11,12
2 3 5 6 10,0.0340709,14.1111,N/A,2,3,N/A,5,6,2 5,3 5,3 6,10,5 6,2 10
1 2 3 5 6 10 11,0.0153512,19.3333,N/A,2,3,1 3,5,6,2 5,3 5,3 6,10,11,1 11
2 3 5 6 10 12,0.00365947,25.2222,N/A,2,3,N/A,5,6,2 5,3 5,3 6,10,5 6,12
1 2 3 5 6 10 11 12,0.00201012,30.6667,N/A,2,3,1 3,5,6,2 5,2 6,3 6,10,11,12
1 2 3 5 6 9,0.0867255,7.94444,N/A,2,3,1 3,5,6,1 6,3 5,9,1 9,2 9,3 9
1 2 3 5 6 9 12,0.0100653,18.8889,N/A,2,3,1 3,5,6,1 6,3 5,9,1 9,2 9,12
2 3 5 6 9,0.048219,12.25,N/A,2,3,N/A,5,6,2 5,3 5,9,2 3 5,2 9,3 9
1 2 3 5 6 9 11,0.021839,17.2778,N/A,2,3,1 3,5,6,2 5,3 5,9,1 9,11,1 11
2 3 5 6 9 12,0.00532265,23.6944,N/A,2,3,N/A,5,6,2 5,3 5,9,2 3 5,2 9,12
1 2 3 5 6 9 11 12,0.0029318,28.25,N/A,2,3,1 3,5,6,2 5,3 5,9,1 9,11,12
2 3 5 6 10 11,0.00761742,23.4167,N/A,2,3,N/A,5,6,2 5,3 5,3 6,10,11,2 10
2 3 5 6 10 11 12,0.00102476,34.6667,N/A,2,3,N/A,5,6,2 5,3 5,3 6,10,11,12
1 2 3 5 6 9 10,0.0352262,14.9167,N/A,2,3,1 3,5,6,1 6,3 5,9,10,1 10,2 10
1 2 3 5 6 9 10 12,0.00482278,26.0833,N/A,2,3,1 3,5,6,1 6,3 5,9,10,1 10,12
2 3 5 6 9 11,0.00992449,22.25,N/A,2,3,N/A,5,6,2 5,2 6,9,2 3 5,11,3 9
2 3 5 6 9 11 12,0.00136357,33.6944,N/A,2,3,N/A,5,6,2 5,3 5,9,2 3 5,11,12
2 3 5 6 9 10,0.0175528,20,N/A,2,3,N/A,5,6,2 5,3 5,9,10,2 9,2 10
1 2 3 5 6 9 10 11,0.0100224,24.6111,N/A,2,3,1 3,5,6,2 5,3 5,9,10,11,1 11
2 3 5 6 9 10 12,0.00231805,31.0833,N/A,2,3,N/A,5,6,2 5,3 5,9,10,2 9,12
1 2 3 5 6 9 10 11 12,0.00156723,35.75,N/A,2,3,1 3,5,6,2 5,3 5,9,10,11,12
1 2 3 5 6 8,0.106422,6.36111,N/A,2,3,1 3,5,6,2 5,8,1 8,2 8,3 8,1 3 8
1 2 3 5 6 8 12,0.0126033,17.1944,N/A,2,3,1 3,5,6,2 5,8,1 8,2 8,3 8,12
2 3 5 6 8,0.0614097,11.3889,N/A,2,3,N/A,5,6,2 5,8,3 6,2 8,3 8,N/A
1 2 3 5 6 8 11,0.0289318,15.1944,N/A,2,3,1 3,5,6,2 5,8,3 6,2 8,11,1 11
2 3 5 6 8 12,0.00720472,21.9167,N/A,2,3,N/A,5,6,2 5,8,3 6,2 8,3 8,12
1 2 3 5 6 8 11 12,0.00386113,26.1667,N/A,2,3,1 3,5,6,2 5,8,3 6,2 8,11,12
1 2 3 5 6 8 10,0.0453703,13.0278,N/A,2,3,1 3,5,6,2 5,8,3 6,10,1 10,2 10
1 2 3 5 6 8 10 12,0.00633369,24,N/A,2,3,1 3,5,6,2 5,8,3 6,10,1 10,12
2 3 5 6 8 11,0.0127575,21.1667,N/A,2,3,N/A,5,6,2 5,8,3 6,2 8,11,N/A
2 3 5 6 8 11 12,0.00187629,31.6111,N/A,2,3,N/A,5,6,2 5,8,3 6,2 8,11,12
2 3 5 6 8 10,0.0218578,18.75,N/A,2,3,N/A,5,6,2 5,8,3 6,10,3 8,2 10
1 2 3 5 6 8 10 11,0.0132034,22.1667,N/A,2,3,1 3,5,6,2 5,8,3 6,10,11,1 11
2 3 5 6 8 10 12,0.00294822,29.8333,N/A,2,3,N/A,5,6,2 5,8,3 6,10,3 8,12
1 2 3 5 6 8 10 11 12,0.00208264,33.3611,N/A,2,3,1 3,5,6,2 5,8,3 6,10,11,12
2 3 5 6 9 10 11,0.00451918,29.6389,N/A,2,3,N/A,5,6,2 5,3 5,9,10,11,2 10
2 3 5 6 9 10 11 12,0.000713023,40.6667,N/A,2,3,N/A,5,6,2 5,3 5,9,10,11,12
1 2 3 5 6 8 9,0.0613553,11.0278,N/A,2,3,1 3,5,6,2 5,8,9,1 9,3 8,3 9
1 2 3 5 6 8 9 12,0.00865994,21.8333,N/A,2,3,1 3,5,6,2 5,8,9,1 9,2 9,12
2 3 5 6 8 9,0.0306403,16.7778,N/A,2,3,N/A,5,6,2 5,8,9,2 8,3 8,3 9
1 2 3 5 6 8 9 11,0.0183119,19.9722,N/A,2,3,1 3,5,6,2 5,8,9,2 8,11,1 11
2 3 5 6 8 9 12,0.0041521,27.9167,N/A,2,3,N/A,5,6,2 5,8,9,2 8,3 8,12
1 2 3 5 6 8 9 11 12,0.00291533,30.9444,N/A,2,3,1 3,5,6,2 5,8,9,2 8,11,12
2 3 5 6 8 10 11,0.00556732,28.3056,N/A,2,3,N/A,5,6,2 5,8,3 6,10,11,2 10
2 3 5 6 8 10 11 12,0.00090965,39.2778,N/A,2,3,N/A,5,6,2 5,8,3 6,10,11,12
1 2 3 5 6 8 9 10,0.0281357,17.9167,N/A,2,3,1 3,5,6,2 5,8,9,10,1 10,2 10
1 2 3 5 6 8 9 10 12,0.0045919,28.7222,N/A,2,3,1 3,5,6,2 5,8,9,10,1 10,12
2 3 5 6 8 9 11,0.00760559,26.6389,N/A,2,3,N/A,5,6,2 5,8,9,2 8,11,3 9
2 3 5 6 8 9 11 12,0.00123965,37.6111,N/A,2,3,N/A,5,6,2 5,8,9,2 8,11,12
2 3 5 6 8 9 10,0.012764,24.1667,N/A,2,3,N/A,5,6,2 5,8,9,10,3 8,3 9
1 2 3 5 6 8 9 10 11,0.00930195,26.6667,N/A,2,3,1 3,5,6,2 5,8,9,10,11,1 11
2 3 5 6 8 9 10 12,0.00201807,35.4722,N/A,2,3,N/A,5,6,2 5,8,9,10,3 8,12
1 2 3 5 6 8 9 10 11 12,0.00170098,37.8333,N/A,2,3,1 3,5,6,2 5,8,9,10,11,12
2 3 5 7 8 9 10 11,0.00307309,37.9167,N/A,2,3,N/A,5,N/A,7,8,9,10,11,2 10
2 3 5 7 8 9 10 11 12,0.000560018,49.3056,N/A,2,3,N/A,5,N/A,7,8,9,10,11,12
