Position,Win Probability,Average Score,1,2,3,4,5,6,7,8,9,10,11,12
|   | 2 |   | 4 | 5 |   |   |   | 9 |   |,0.0366941,13.5228,N/A,2,N/A,4,5,2 4,2 5,N/A,9,N/A,2 9,N/A
| 1 | 2 |   | 4 | 5 |   |   |   | 9 | 10 |,0.0252153,17.2066,N/A,2,1 2,4,5,1 5,2 5,1 2 5,9,10,1 10,2 10
|   | 2 |   | 4 | 5 |   |   |   |   | 10 |,0.0336934,13.513,N/A,2,N/A,4,5,2 4,2 5,N/A,4 5,10,2 4 5,2 10
| 1 | 2 |   | 4 | 5 |   |   | 8 |   |   |,0.103424,7.41992,N/A,2,1 2,4,5,1 5,2 5,8,1 8,2 8,1 2 8,4 8
|   | 2 |   | 4 | 5 |   |   | 8 |   |   |,0.0762174,9.44483,N/A,2,N/A,4,5,2 4,2 5,8,4 5,2 8,2 4 5,4 8
| 1 | 2 |   | 4 | 5 |   |   | 8 |   | 10 |,0.0401616,14.3865,N/A,2,1 2,4,5,1 5,2 5,8,1 8,10,1 10,2 10
| 1 | 2 |   | 4 | 5 |   |   | 8 | 9 |   |,0.0530121,12.96,N/A,2,1 2,4,5,1 5,2 5,8,9,1 9,2 9,1 2 9
|   | 2 |   | 4 | 5 |   |   | 8 | 9 |   |,0.0282541,16.0704,N/A,2,N/A,4,5,2 4,2 5,8,9,2 8,2 9,4 8
| 1 | 2 |   | 4 | 5 |   |   | 8 | 9 | 10 |,0.0218926,20.3081,N/A,2,1 2,4,5,1 5,2 5,8,9,10,1 10,2 10
|   | 2 |   | 4 | 5 |   |   |   | 9 | 10 |,0.0129744,20.6081,N/A,2,N/A,4,5,2 4,2 5,N/A,9,10,2 9,2 10
| 1 | 2 |   | 4 | 5 |   | 7 |   |   |   |,0.125622,6.13567,N/A,2,1 2,4,5,1 5,7,1 7,2 7,1 2 7,4 7,5 7
|   | 2 |   | 4 | 5 |   | 7 |   |   |   |,0.0716307,10.6312,N/A,2,N/A,4,5,2 4,7,N/A,2 7,N/A,4 7,5 7
| 1 | 2 |   | 4 | 5 |   | 7 |   |   | 10 |,0.0490398,12.8436,N/A,2,1 2,4,5,1 5,7,1 7,2 7,10,1 10,2 10
| 1 | 2 |   | 4 | 5 |   | 7 |   | 9 |   |,0.0643607,11.5987,N/A,2,1 2,4,5,1 5,7,1 7,9,1 9,2 9,1 2 9
|   | 2 |   | 4 | 5 |   | 7 |   | 9 |   |,0.0269109,18.0261,N/A,2,N/A,4,5,2 4,7,N/A,9,N/A,2 9,5 7
| 1 | 2 |   | 4 | 5 |   | 7 |   | 9 | 10 |,0.0267436,18.4936,N/A,2,1 2,4,5,1 5,7,1 7,9,10,1 10,2 10
|   | 2 |   | 4 | 5 |   | 7 |   |   | 10 |,0.0243699,17.7882,N/A,2,N/A,4,5,2 4,7,N/A,2 7,10,4 7,2 10
| 1 | 2 |   | 4 | 5 |   | 7 | 8 |   |   |,0.0861237,9.50046,N/A,2,1 2,4,5,1 5,7,8,1 8,2 8,1 2 8,4 8
|   | 2 |   | 4 | 5 |   | 7 | 8 |   |   |,0.0513332,12.9065,N/A,2,N/A,4,5,2 4,7,8,2 7,2 8,4 7,4 8
| 1 | 2 |   | 4 | 5 |   | 7 | 8 |   | 10 |,0.0380731,15.9617,N/A,2,1 2,4,5,1 5,7,8,1 8,10,1 10,2 10
| 1 | 2 |   | 4 | 5 |   | 7 | 8 | 9 |   |,0.0492026,14.477,N/A,2,1 2,4,5,1 5,7,8,9,1 9,2 9,1 2 9
|   | 2 |   | 4 | 5 |   | 7 | 8 | 9 |   |,0.0236599,19.1747,N/A,2,N/A,4,5,2 4,7,8,9,2 8,2 9,4 8
| 1 | 2 |   | 4 | 5 |   | 7 | 8 | 9 | 10 |,0.0236035,21.0605,N/A,2,1 2,4,5,1 5,7,8,9,10,1 10,2 10
|   | 2 |   | 4 | 5 |   |   | 8 |   | 10 |,0.0216478,17.6508,N/A,2,N/A,4,5,2 4,2 5,8,4 5,10,2 4 5,2 10
|   | 2 |   | 4 | 5 |   |   | 8 | 9 | 10 |,0.0105135,23.7344,N/A,2,N/A,4,5,2 4,2 5,8,9,10,2 9,2 10
| 1 | 2 |   | 4 | 5 | 6 |   |   |   |   |,0.13681,5.60428,N/A,2,1 2,4,5,6,1 6,2 6,1 2 6,4 6,5 6,1 5 6
|   | 2 |   | 4 | 5 | 6 |   |   |   |   |,0.111711,7.37864,N/A,2,N/A,4,5,6,2 5,2 6,4 5,4 6,5 6,2 4 6
| 1 | 2 |   | 4 | 5 | 6 |   |   |   | 10 |,0.0514945,12.564,N/A,2,1 2,4,5,6,1 6,2 6,1 2 6,10,1 10,2 10
| 1 | 2 |   | 4 | 5 | 6 |   |   | 9 |   |,0.069631,10.9068,N/A,2,1 2,4,5,6,1 6,2 6,9,1 9,2 9,1 2 9
|   | 2 |   | 4 | 5 | 6 |   |   | 9 |   |,0.0405712,13.9997,N/A,2,N/A,4,5,6,2 5,2 6,9,4 6,2 9,2 4 6
| 1 | 2 |   | 4 | 5 | 6 |   |   | 9 | 10 |,0.0278813,18.088,N/A,2,1 2,4,5,6,1 6,2 6,9,10,1 10,2 10
|   | 2 |   | 4 | 5 | 6 |   |   |   | 10 |,0.0310928,15.4236,N/A,2,N/A,4,5,6,2 5,2 6,4 5,10,5 6,2 10
| 1 | 2 |   | 4 | 5 | 6 |   | 8 |   |   |,0.0951882,8.49766,N/A,2,1 2,4,5,6,1 6,8,1 8,2 8,1 2 8,4 8
|   | 2 |   | 4 | 5 | 6 |   | 8 |   |   |,0.057637,12.1554,N/A,2,N/A,4,5,6,2 5,8,4 5,2 8,5 6,4 8
| 1 | 2 |   | 4 | 5 | 6 |   | 8 |   | 10 |,0.0405097,15.1276,N/A,2,1 2,4,5,6,1 6,8,1 8,10,1 10,2 10
| 1 | 2 |   | 4 | 5 | 6 |   | 8 | 9 |   |,0.0523513,13.5399,N/A,2,1 2,4,5,6,1 6,8,9,1 9,2 9,1 2 9
|   | 2 |   | 4 | 5 | 6 |   | 8 | 9 |   |,0.0272761,17.9507,N/A,2,N/A,4,5,6,2 5,8,9,2 8,2 9,4 8
| 1 | 2 |   | 4 | 5 | 6 |   | 8 | 9 | 10 |,0.0244104,20.2501,N/A,2,1 2,4,5,6,1 6,8,9,10,1 10,2 10
|   | 2 |   | 4 | 5 | 6 |   |   | 9 | 10 |,0.0138984,21.8271,N/A,2,N/A,4,5,6,2 5,2 6,9,10,2 9,2 10
| 1 | 2 |   | 4 | 5 | 6 | 7 |   |   |   |,0.108432,7.57411,N/A,2,1 2,4,5,6,7,1 7,2 7,1 2 7,4 7,5 7
|   | 2 |   | 4 | 5 | 6 | 7 |   |   |   |,0.0712091,10.6365,N/A,2,N/A,4,5,6,7,2 6,2 7,4 6,4 7,5 7
| 1 | 2 |   | 4 | 5 | 6 | 7 |   |   | 10 |,0.0484911,13.9325,N/A,2,1 2,4,5,6,7,1 7,2 7,10,1 10,2 10
| 1 | 2 |   | 4 | 5 | 6 | 7 |   | 9 |   |,0.063478,12.1384,N/A,2,1 2,4,5,6,7,1 7,9,1 9,2 9,1 2 9
|   | 2 |   | 4 | 5 | 6 | 7 |   | 9 |   |,0.0324683,17.0727,N/A,2,N/A,4,5,6,7,2 6,9,4 6,2 9,5 7
| 1 | 2 |   | 4 | 5 | 6 | 7 |   | 9 | 10 |,0.0295881,18.7252,N/A,2,1 2,4,5,6,7,1 7,9,10,1 10,2 10
|   | 2 |   | 4 | 5 | 6 | 7 |   |   | 10 |,0.0259047,18.0081,N/A,2,N/A,4,5,6,7,2 6,2 7,10,4 7,2 10
| 1 | 2 |   | 4 | 5 | 6 | 7 | 8 |   |   |,0.079911,10.4063,N/A,2,1 2,4,5,6,7,8,1 8,2 8,1 2 8,4 8
|   | 2 |   | 4 | 5 | 6 | 7 | 8 |   |   |,0.0471743,14.3589,N/A,2,N/A,4,5,6,7,8,2 7,2 8,4 7,4 8
| 1 | 2 |   | 4 | 5 | 6 | 7 | 8 |   | 10 |,0.0399988,16.2471,N/A,2,1 2,4,5,6,7,8,1 8,10,1 10,2 10
| 1 | 2 |   | 4 | 5 | 6 | 7 | 8 | 9 |   |,0.050867,14.6356,N/A,2,1 2,4,5,6,7,8,9,1 9,2 9,1 2 9
|   | 2 |   | 4 | 5 | 6 | 7 | 8 | 9 |   |,0.0257121,19.9054,N/A,2,N/A,4,5,6,7,8,9,2 8,2 9,4 8
| 1 | 2 |   | 4 | 5 | 6 | 7 | 8 | 9 | 10 |,0.0272833,20.5655,N/A,2,1 2,4,5,6,7,8,9,10,1 10,2 10
|   | 2 |   |   | 5 |   | 7 |   | 9 | 10 |,0.00934499,25.2516,N/A,2,N/A,N/A,5,N/A,7,N/A,9,10,2 9,2 10
|   | 2 |   |   | 5 |   | 7 | 8 |   | 10 |,0.0121099,23.2625,N/A,2,N/A,N/A,5,N/A,7,8,2 7,10,N/A,2 10
|   | 2 |   |   | 5 |   | 7 | 8 | 9 | 10 |,0.0074906,29.1829,N/A,2,N/A,N/A,5,N/A,7,8,9,10,2 9,2 10
|   | 2 |   |   | 5 | 6 |   | 8 |   | 10 |,0.0147558,21.5075,N/A,2,N/A,N/A,5,6,2 5,8,N/A,10,5 6,2 10
|   | 2 |   |   | 5 | 6 |   | 8 | 9 | 10 |,0.00912748,26.1744,N/A,2,N/A,N/A,5,6,2 5,8,9,10,2 9,2 10
|   | 2 |   |   | 5 | 6 | 7 |   | 9 | 10 |,0.0115106,24.7248,N/A,2,N/A,N/A,5,6,7,2 6,9,10,2 9,2 10
|   | 2 |   |   | 5 | 6 | 7 | 8 |   | 10 |,0.0142102,23.5972,N/A,2,N/A,N/A,5,6,7,8,2 7,10,5 6,2 10
|   | 2 |   |   | 5 | 6 | 7 | 8 | 9 | 10 |,0.00899048,29.1141,N/A,2,N/A,N/A,5,6,7,8,9,10,2 9,2 10
| 1 | 2 | 3 |   |   |   |   |   |   |   |,0.165638,4.00566,N/A,2,3,1 3,2 3,1 2 3,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 | 3 |   |   |   |   |   |   |   |,0.114198,4.21451,N/A,2,3,N/A,2 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
| 1 | 2 | 3 |   |   |   |   |   |   | 10 |,0.0462963,11.4948,N/A,2,3,1 3,2 3,1 2 3,N/A,N/A,N/A,10,1 10,2 10
| 1 | 2 | 3 |   |   |   |   |   | 9 |   |,0.0706447,9.21365,N/A,2,3,1 3,2 3,1 2 3,N/A,N/A,9,1 9,2 9,3 9
|   | 2 | 3 |   |   |   |   |   | 9 |   |,0.0334362,10.9304,N/A,2,3,N/A,2 3,N/A,N/A,N/A,9,N/A,2 9,3 9
| 1 | 2 | 3 |   |   |   |   |   | 9 | 10 |,0.021462,17.8509,N/A,2,3,1 3,2 3,1 2 3,N/A,N/A,9,10,1 10,2 10
|   | 2 | 3 |   |   |   |   |   |   | 10 |,0.0223765,12.794,N/A,2,3,N/A,2 3,N/A,N/A,N/A,N/A,10,N/A,2 10
| 1 | 2 | 3 |   |   |   |   | 8 |   |   |,0.0965364,6.85764,N/A,2,3,1 3,2 3,1 2 3,N/A,8,1 8,2 8,3 8,1 3 8
|   | 2 | 3 |   |   |   |   | 8 |   |   |,0.0444959,9.24906,N/A,2,3,N/A,2 3,N/A,N/A,8,N/A,2 8,3 8,N/A
| 1 | 2 | 3 |   |   |   |   | 8 |   | 10 |,0.0322717,14.9501,N/A,2,3,1 3,2 3,1 2 3,N/A,8,1 8,10,1 10,2 10
| 1 | 2 | 3 |   |   |   |   | 8 | 9 |   |,0.0459557,13.3805,N/A,2,3,1 3,2 3,1 2 3,N/A,8,9,1 9,2 9,3 9
|   | 2 | 3 |   |   |   |   | 8 | 9 |   |,0.025563,15.5833,N/A,2,3,N/A,2 3,N/A,N/A,8,9,2 8,2 9,3 9
| 1 | 2 | 3 |   |   |   |   | 8 | 9 | 10 |,0.0169511,21.8065,N/A,2,3,1 3,2 3,1 2 3,N/A,8,9,10,1 10,2 10
|   | 2 | 3 |   |   |   |   |   | 9 | 10 |,0.0101166,19.362,N/A,2,3,N/A,2 3,N/A,N/A,N/A,9,10,2 9,2 10
| 1 | 2 | 3 |   |   |   | 7 |   |   |   |,0.127058,4.49005,N/A,2,3,1 3,2 3,1 2 3,7,1 7,2 7,3 7,1 3 7,2 3 7
|   | 2 | 3 |   |   |   | 7 |   |   |   |,0.0833333,7.41667,N/A,2,3,N/A,2 3,N/A,7,N/A,2 7,3 7,N/A,2 3 7
| 1 | 2 | 3 |   |   |   | 7 |   |   | 10 |,0.0460927,11.9561,N/A,2,3,1 3,2 3,1 2 3,7,1 7,2 7,10,1 10,2 10
| 1 | 2 | 3 |   |   |   | 7 |   | 9 |   |,0.0674083,10.1147,N/A,2,3,1 3,2 3,1 2 3,7,1 7,9,1 9,2 9,3 9
|   | 2 | 3 |   |   |   | 7 |   | 9 |   |,0.0359225,14.3401,N/A,2,3,N/A,2 3,N/A,7,N/A,9,3 7,2 9,3 9
| 1 | 2 | 3 |   |   |   | 7 |   | 9 | 10 |,0.0249533,17.9375,N/A,2,3,1 3,2 3,1 2 3,7,1 7,9,10,1 10,2 10
|   | 2 | 3 |   |   |   | 7 |   |   | 10 |,0.0196116,16.4158,N/A,2,3,N/A,2 3,N/A,7,N/A,2 7,10,N/A,2 10
| 1 | 2 | 3 |   |   |   | 7 | 8 |   |   |,0.0880773,8.57135,N/A,2,3,1 3,2 3,1 2 3,7,8,1 8,2 8,3 8,1 3 8
|   | 2 | 3 |   |   |   | 7 | 8 |   |   |,0.0558985,11.6306,N/A,2,3,N/A,2 3,N/A,7,8,2 7,2 8,3 8,2 3 7
| 1 | 2 | 3 |   |   |   | 7 | 8 |   | 10 |,0.0340108,16.0296,N/A,2,3,1 3,2 3,1 2 3,7,8,1 8,10,1 10,2 10
| 1 | 2 | 3 |   |   |   | 7 | 8 | 9 |   |,0.0475001,14.3979,N/A,2,3,1 3,2 3,1 2 3,7,8,9,1 9,2 9,3 9
|   | 2 | 3 |   |   |   | 7 | 8 | 9 |   |,0.0263965,18.3953,N/A,2,3,N/A,2 3,N/A,7,8,9,2 8,2 9,3 9
| 1 | 2 | 3 |   |   |   | 7 | 8 | 9 | 10 |,0.020015,22.0241,N/A,2,3,1 3,2 3,1 2 3,7,8,9,10,1 10,2 10
|   | 2 | 3 |   |   |   |   | 8 |   | 10 |,0.0144462,18.1083,N/A,2,3,N/A,2 3,N/A,N/A,8,N/A,10,3 8,2 10
|   | 2 | 3 |   |   |   |   | 8 | 9 | 10 |,0.0081471,24.4692,N/A,2,3,N/A,2 3,N/A,N/A,8,9,10,2 9,2 10
| 1 | 2 | 3 |   |   | 6 |   |   |   |   |,0.147205,3.70958,N/A,2,3,1 3,2 3,6,1 6,2 6,3 6,1 3 6,2 3 6,1 2 3 6
|   | 2 | 3 |   |   | 6 |   |   |   |   |,0.109311,6.26535,N/A,2,3,N/A,2 3,6,N/A,2 6,3 6,N/A,2 3 6,N/A
| 1 | 2 | 3 |   |   | 6 |   |   |   | 10 |,0.0496113,11.0329,N/A,2,3,1 3,2 3,6,1 6,2 6,3 6,10,1 10,2 10
| 1 | 2 | 3 |   |   | 6 |   |   | 9 |   |,0.0753625,9.08209,N/A,2,3,1 3,2 3,6,1 6,2 6,9,1 9,2 9,3 9
|   | 2 | 3 |   |   | 6 |   |   | 9 |   |,0.0403092,13.4406,N/A,2,3,N/A,2 3,6,N/A,2 6,9,N/A,2 9,3 9
| 1 | 2 | 3 |   |   | 6 |   |   | 9 | 10 |,0.0269855,16.8882,N/A,2,3,1 3,2 3,6,1 6,2 6,9,10,1 10,2 10
|   | 2 | 3 |   |   | 6 |   |   |   | 10 |,0.0302641,13.9048,N/A,2,3,N/A,2 3,6,N/A,2 6,3 6,10,2 3 6,2 10
| 1 | 2 | 3 |   |   | 6 |   | 8 |   |   |,0.0994203,7.47803,N/A,2,3,1 3,2 3,6,1 6,8,1 8,2 8,3 8,1 3 8
|   | 2 | 3 |   |   | 6 |   | 8 |   |   |,0.0584562,11.5737,N/A,2,3,N/A,2 3,6,N/A,8,3 6,2 8,3 8,N/A
| 1 | 2 | 3 |   |   | 6 |   | 8 |   | 10 |,0.0377066,14.8095,N/A,2,3,1 3,2 3,6,1 6,8,1 8,10,1 10,2 10
| 1 | 2 | 3 |   |   | 6 |   | 8 | 9 |   |,0.0536562,12.9774,N/A,2,3,1 3,2 3,6,1 6,8,9,1 9,2 9,3 9
|   | 2 | 3 |   |   | 6 |   | 8 | 9 |   |,0.0250478,18.3329,N/A,2,3,N/A,2 3,6,N/A,8,9,2 8,2 9,3 9
| 1 | 2 | 3 |   |   | 6 |   | 8 | 9 | 10 |,0.0218787,20.6059,N/A,2,3,1 3,2 3,6,1 6,8,9,10,1 10,2 10
|   | 2 | 3 |   |   | 6 |   |   | 9 | 10 |,0.0130196,21.0222,N/A,2,3,N/A,2 3,6,N/A,2 6,9,10,2 9,2 10
| 1 | 2 | 3 |   |   | 6 | 7 |   |   |   |,0.124035,6.21187,N/A,2,3,1 3,2 3,6,7,1 7,2 7,3 7,1 3 7,2 3 7
|   | 2 | 3 |   |   | 6 | 7 |   |   |   |,0.0948645,8.42713,N/A,2,3,N/A,2 3,6,7,2 6,2 7,3 7,2 3 6,2 3 7
| 1 | 2 | 3 |   |   | 6 | 7 |   |   | 10 |,0.0496352,12.852,N/A,2,3,1 3,2 3,6,7,1 7,2 7,10,1 10,2 10
| 1 | 2 | 3 |   |   | 6 | 7 |   | 9 |   |,0.0687824,11.2202,N/A,2,3,1 3,2 3,6,7,1 7,9,1 9,2 9,3 9
|   | 2 | 3 |   |   | 6 | 7 |   | 9 |   |,0.0410284,14.867,N/A,2,3,N/A,2 3,6,7,2 6,9,3 7,2 9,3 9
| 1 | 2 | 3 |   |   | 6 | 7 |   | 9 | 10 |,0.0286427,18.2631,N/A,2,3,1 3,2 3,6,7,1 7,9,10,1 10,2 10
|   | 2 | 3 |   |   | 6 | 7 |   |   | 10 |,0.0262489,16.5851,N/A,2,3,N/A,2 3,6,7,2 6,2 7,10,2 3 6,2 10
| 1 | 2 | 3 |   |   | 6 | 7 | 8 |   |   |,0.0858942,9.82484,N/A,2,3,1 3,2 3,6,7,8,1 8,2 8,3 8,1 3 8
|   | 2 | 3 |   |   | 6 | 7 | 8 |   |   |,0.0529573,13.2084,N/A,2,3,N/A,2 3,6,7,8,2 7,2 8,3 8,2 3 7
| 1 | 2 | 3 |   |   | 6 | 7 | 8 |   | 10 |,0.0377038,16.3851,N/A,2,3,1 3,2 3,6,7,8,1 8,10,1 10,2 10
| 1 | 2 | 3 |   |   | 6 | 7 | 8 | 9 |   |,0.0507009,14.8697,N/A,2,3,1 3,2 3,6,7,8,9,1 9,2 9,3 9
|   | 2 | 3 |   |   | 6 | 7 | 8 | 9 |   |,0.0266291,19.3365,N/A,2,3,N/A,2 3,6,7,8,9,2 8,2 9,3 9
| 1 | 2 | 3 |   |   | 6 | 7 | 8 | 9 | 10 |,0.0240912,21.6685,N/A,2,3,1 3,2 3,6,7,8,9,10,1 10,2 10
|   | 2 | 3 |   |   |   | 7 |   | 9 | 10 |,0.0103166,23.1973,N/A,2,3,N/A,2 3,N/A,7,N/A,9,10,2 9,2 10
|   | 2 | 3 |   |   |   | 7 | 8 |   | 10 |,0.0167645,20.216,N/A,2,3,N/A,2 3,N/A,7,8,2 7,10,3 8,2 10
|   | 2 | 3 |   |   |   | 7 | 8 | 9 | 10 |,0.00920091,26.9457,N/A,2,3,N/A,2 3,N/A,7,8,9,10,2 9,2 10
| 1 | 2 | 3 |   | 5 |   |   |   |   |   |,0.160151,3.37551,N/A,2,3,1 3,5,1 5,2 5,3 5,1 3 5,2 3 5,1 2 3 5,N/A
|   | 2 | 3 |   | 5 |   |   |   |   |   |,0.122942,5.83608,N/A,2,3,N/A,5,N/A,2 5,3 5,N/A,2 3 5,N/A,N/A
| 1 | 2 | 3 |   | 5 |   |   |   |   | 10 |,0.0505473,10.548,N/A,2,3,1 3,5,1 5,2 5,3 5,1 3 5,10,1 10,2 10
| 1 | 2 | 3 |   | 5 |   |   |   | 9 |   |,0.0800659,8.45849,N/A,2,3,1 3,5,1 5,2 5,3 5,9,1 9,2 9,3 9
|   | 2 | 3 |   | 5 |   |   |   | 9 |   |,0.0590992,11.2974,N/A,2,3,N/A,5,N/A,2 5,3 5,9,2 3 5,2 9,3 9
| 1 | 2 | 3 |   | 5 |   |   |   | 9 | 10 |,0.0287224,16.232,N/A,2,3,1 3,5,1 5,2 5,3 5,9,10,1 10,2 10
|   | 2 | 3 |   | 5 |   |   |   |   | 10 |,0.0256773,14.5052,N/A,2,3,N/A,5,N/A,2 5,3 5,N/A,10,N/A,2 10
| 1 | 2 | 3 |   | 5 |   |   | 8 |   |   |,0.108802,6.85397,N/A,2,3,1 3,5,1 5,2 5,8,1 8,2 8,3 8,1 3 8
|   | 2 | 3 |   | 5 |   |   | 8 |   |   |,0.060821,11.5851,N/A,2,3,N/A,5,N/A,2 5,8,N/A,2 8,3 8,N/A
| 1 | 2 | 3 |   | 5 |   |   | 8 |   | 10 |,0.0378249,14.3878,N/A,2,3,1 3,5,1 5,2 5,8,1 8,10,1 10,2 10
| 1 | 2 | 3 |   | 5 |   |   | 8 | 9 |   |,0.0561912,12.3852,N/A,2,3,1 3,5,1 5,2 5,8,9,1 9,2 9,3 9
|   | 2 | 3 |   | 5 |   |   | 8 | 9 |   |,0.0313294,16.8407,N/A,2,3,N/A,5,N/A,2 5,8,9,2 8,2 9,3 9
| 1 | 2 | 3 |   | 5 |   |   | 8 | 9 | 10 |,0.0226561,19.9946,N/A,2,3,1 3,5,1 5,2 5,8,9,10,1 10,2 10
|   | 2 | 3 |   | 5 |   |   |   | 9 | 10 |,0.0162799,19.7205,N/A,2,3,N/A,5,N/A,2 5,3 5,9,10,2 9,2 10
| 1 | 2 | 3 |   | 5 |   | 7 |   |   |   |,0.13323,5.57089,N/A,2,3,1 3,5,1 5,7,1 7,2 7,3 7,1 3 7,5 7
|   | 2 | 3 |   | 5 |   | 7 |   |   |   |,0.0860768,9.52778,N/A,2,3,N/A,5,N/A,7,3 5,2 7,3 7,N/A,5 7
| 1 | 2 | 3 |   | 5 |   | 7 |   |   | 10 |,0.0497638,12.5872,N/A,2,3,1 3,5,1 5,7,1 7,2 7,10,1 10,2 10
| 1 | 2 | 3 |   | 5 |   | 7 |   | 9 |   |,0.0734219,10.5316,N/A,2,3,1 3,5,1 5,7,1 7,9,1 9,2 9,3 9
|   | 2 | 3 |   | 5 |   | 7 |   | 9 |   |,0.0402735,15.5882,N/A,2,3,N/A,5,N/A,7,3 5,9,3 7,2 9,3 9
| 1 | 2 | 3 |   | 5 |   | 7 |   | 9 | 10 |,0.0293515,17.8981,N/A,2,3,1 3,5,1 5,7,1 7,9,10,1 10,2 10
|   | 2 | 3 |   | 5 |   | 7 |   |   | 10 |,0.0242627,18.1004,N/A,2,3,N/A,5,N/A,7,3 5,2 7,10,N/A,2 10
| 1 | 2 | 3 |   | 5 |   | 7 | 8 |   |   |,0.0919504,8.86145,N/A,2,3,1 3,5,1 5,7,8,1 8,2 8,3 8,1 3 8
|   | 2 | 3 |   | 5 |   | 7 | 8 |   |   |,0.0459581,14.4407,N/A,2,3,N/A,5,N/A,7,8,2 7,2 8,3 8,5 7
| 1 | 2 | 3 |   | 5 |   | 7 | 8 |   | 10 |,0.0375963,16.0578,N/A,2,3,1 3,5,1 5,7,8,1 8,10,1 10,2 10
| 1 | 2 | 3 |   | 5 |   | 7 | 8 | 9 |   |,0.0534203,13.9056,N/A,2,3,1 3,5,1 5,7,8,9,1 9,2 9,3 9
|   | 2 | 3 |   | 5 |   | 7 | 8 | 9 |   |,0.0255492,20.5896,N/A,2,3,N/A,5,N/A,7,8,9,2 8,2 9,3 9
| 1 | 2 | 3 |   | 5 |   | 7 | 8 | 9 | 10 |,0.0244822,20.9965,N/A,2,3,1 3,5,1 5,7,8,9,10,1 10,2 10
|   | 2 | 3 |   | 5 |   |   | 8 |   | 10 |,0.016649,20.072,N/A,2,3,N/A,5,N/A,2 5,8,N/A,10,3 8,2 10
|   | 2 | 3 |   | 5 |   |   | 8 | 9 | 10 |,0.0103873,25.2648,N/A,2,3,N/A,5,N/A,2 5,8,9,10,2 9,2 10
| 1 | 2 | 3 |   | 5 | 6 |   |   |   |   |,0.147686,4.90025,N/A,2,3,1 3,5,6,1 6,2 6,3 6,1 3 6,5 6,1 5 6
|   | 2 | 3 |   | 5 | 6 |   |   |   |   |,0.115112,7.21916,N/A,2,3,N/A,5,6,2 5,2 6,3 6,2 3 5,5 6,N/A
| 1 | 2 | 3 |   | 5 | 6 |   |   |   | 10 |,0.0590143,11.3431,N/A,2,3,1 3,5,6,1 6,2 6,3 6,10,1 10,2 10
| 1 | 2 | 3 |   | 5 | 6 |   |   | 9 |   |,0.0837363,9.36123,N/A,2,3,1 3,5,6,1 6,2 6,9,1 9,2 9,3 9
|   | 2 | 3 |   | 5 | 6 |   |   | 9 |   |,0.0471473,13.3334,N/A,2,3,N/A,5,6,2 5,2 6,9,2 3 5,2 9,3 9
| 1 | 2 | 3 |   | 5 | 6 |   |   | 9 | 10 |,0.0337218,16.4561,N/A,2,3,1 3,5,6,1 6,2 6,9,10,1 10,2 10
|   | 2 | 3 |   | 5 | 6 |   |   |   | 10 |,0.03316,14.796,N/A,2,3,N/A,5,6,2 5,2 6,3 6,10,5 6,2 10
| 1 | 2 | 3 |   | 5 | 6 |   | 8 |   |   |,0.100234,8.19849,N/A,2,3,1 3,5,6,1 6,8,1 8,2 8,3 8,1 3 8
|   | 2 | 3 |   | 5 | 6 |   | 8 |   |   |,0.0614097,12.1593,N/A,2,3,N/A,5,6,2 5,8,3 6,2 8,3 8,N/A
| 1 | 2 | 3 |   | 5 | 6 |   | 8 |   | 10 |,0.0416297,15.0932,N/A,2,3,1 3,5,6,1 6,8,1 8,10,1 10,2 10
| 1 | 2 | 3 |   | 5 | 6 |   | 8 | 9 |   |,0.058435,12.9255,N/A,2,3,1 3,5,6,1 6,8,9,1 9,2 9,3 9
|   | 2 | 3 |   | 5 | 6 |   | 8 | 9 |   |,0.0300906,17.948,N/A,2,3,N/A,5,6,2 5,8,9,2 8,2 9,3 9
| 1 | 2 | 3 |   | 5 | 6 |   | 8 | 9 | 10 |,0.0264989,19.86,N/A,2,3,1 3,5,6,1 6,8,9,10,1 10,2 10
|   | 2 | 3 |   | 5 | 6 |   |   | 9 | 10 |,0.0167316,20.9038,N/A,2,3,N/A,5,6,2 5,2 6,9,10,2 9,2 10
| 1 | 2 | 3 |   | 5 | 6 | 7 |   |   |   |,0.119718,6.68389,N/A,2,3,1 3,5,6,7,1 7,2 7,3 7,1 3 7,5 7
|   | 2 | 3 |   | 5 | 6 | 7 |   |   |   |,0.0799659,9.94383,N/A,2,3,N/A,5,6,7,2 6,2 7,3 7,5 6,5 7
| 1 | 2 | 3 |   | 5 | 6 | 7 |   |   | 10 |,0.0540233,12.7894,N/A,2,3,1 3,5,6,7,1 7,2 7,10,1 10,2 10
| 1 | 2 | 3 |   | 5 | 6 | 7 |   | 9 |   |,0.0727591,11.1371,N/A,2,3,1 3,5,6,7,1 7,9,1 9,2 9,3 9
|   | 2 | 3 |   | 5 | 6 | 7 |   | 9 |   |,0.0412385,15.7316,N/A,2,3,N/A,5,6,7,2 6,9,3 7,2 9,3 9
| 1 | 2 | 3 |   | 5 | 6 | 7 |   | 9 | 10 |,0.0337994,17.5972,N/A,2,3,1 3,5,6,7,1 7,9,10,1 10,2 10
